order_line_id,order_id,product_id,quantity,unit_price,discount_amount
OL01034,ORD0333,PROD0030,3,86.64,2.45
OL01035,ORD0333,PROD0038,1,457.03,2.24
OL01036,ORD0333,PROD0029,3,93.05,6.12
OL01037,ORD0334,PROD0097,1,126.73,0.31
OL01038,ORD0334,PROD0075,3,163.81,7.08
OL01039,ORD0334,PROD0049,1,313.11,1.65
OL01040,ORD0334,PROD0072,1,371.78,1.76
OL01041,ORD0335,PROD0068,2,471.85,5.78
OL01042,ORD0335,PROD0058,2,341.73,4.42
OL01043,ORD0335,PROD0045,2,55.38,3.29
OL01044,ORD0335,PROD0070,1,318.94,4.83
OL01045,ORD0336,PROD0016,2,141.83,6.06
OL01046,ORD0336,PROD0088,3,52.25,1.9
OL01047,ORD0336,PROD0004,1,475.82,8.67
OL01048,ORD0336,PROD0066,1,313.29,1.28
OL01049,ORD0336,PROD0070,1,318.94,2.82
OL01050,ORD0337,PROD0088,2,52.25,2.3
OL01051,ORD0337,PROD0058,2,341.73,8.57
OL01052,ORD0337,PROD0073,3,224.99,6.36
OL01053,ORD0337,PROD0091,3,152.69,1.97
OL01054,ORD0338,PROD0036,2,286.76,9.51
OL01055,ORD0338,PROD0052,3,493.59,3.27
OL01056,ORD0338,PROD0022,1,27.33,5.88
OL01057,ORD0339,PROD0029,3,93.05,0.74
OL01058,ORD0340,PROD0032,1,63.21,1.24
OL01059,ORD0340,PROD0097,3,126.73,7.03
OL01060,ORD0340,PROD0095,3,89.2,9.91
OL01061,ORD0341,PROD0032,3,63.21,3.18
OL01062,ORD0341,PROD0083,2,203.77,8.21
OL01063,ORD0342,PROD0041,2,113.6,6.54
OL01064,ORD0342,PROD0023,2,464.44,1.29
OL01065,ORD0343,PROD0054,1,153.66,4.44
OL01066,ORD0343,PROD0054,3,153.66,9.0
OL01067,ORD0343,PROD0098,3,369.3,3.88
OL01068,ORD0343,PROD0014,2,259.72,9.31
OL01069,ORD0344,PROD0014,3,259.72,9.47
OL01070,ORD0344,PROD0048,2,436.59,5.77
OL01071,ORD0344,PROD0056,1,255.57,1.12
OL01072,ORD0344,PROD0099,2,172.2,0.55
OL01073,ORD0345,PROD0016,1,141.83,2.49
OL01074,ORD0345,PROD0045,2,55.38,7.36
OL01075,ORD0345,PROD0057,1,295.59,6.45
OL01076,ORD0346,PROD0042,2,222.29,6.02
OL01077,ORD0346,PROD0019,2,344.43,0.0
OL01078,ORD0346,PROD0038,2,457.03,2.1
OL01079,ORD0346,PROD0001,2,171.4,3.22
OL01080,ORD0346,PROD0092,1,390.55,9.72
OL01081,ORD0347,PROD0066,2,313.29,8.74
OL01082,ORD0347,PROD0020,2,457.06,0.9
OL01083,ORD0347,PROD0039,2,322.11,3.28
OL01084,ORD0347,PROD0090,2,40.65,7.43
OL01085,ORD0347,PROD0093,2,424.22,7.94
OL01086,ORD0348,PROD0079,2,311.08,4.25
OL01087,ORD0349,PROD0040,2,343.07,4.58
OL01088,ORD0349,PROD0076,2,269.77,2.83
OL01089,ORD0349,PROD0007,3,465.14,0.18
OL01090,ORD0349,PROD0049,2,313.11,9.22
OL01091,ORD0350,PROD0077,3,443.75,8.97
OL01092,ORD0350,PROD0096,3,374.57,4.23
OL01093,ORD0351,PROD0081,2,149.56,2.82
OL01094,ORD0351,PROD0063,1,279.62,2.5
OL01095,ORD0351,PROD0060,1,297.18,6.52
OL01096,ORD0351,PROD0018,3,162.37,1.3
OL01097,ORD0351,PROD0013,2,431.52,8.83
OL01098,ORD0352,PROD0033,1,301.73,9.01
OL01099,ORD0352,PROD0063,2,279.62,8.96
OL01100,ORD0353,PROD0079,3,311.08,4.96
OL01101,ORD0353,PROD0021,3,20.67,7.35
OL01102,ORD0353,PROD0021,2,20.67,0.28
OL01103,ORD0353,PROD0008,2,28.33,4.07
OL01104,ORD0353,PROD0019,2,344.43,3.96
OL01105,ORD0354,PROD0074,3,355.62,7.24
OL01106,ORD0355,PROD0087,2,141.97,7.93
OL01107,ORD0355,PROD0042,1,222.29,0.91
OL01108,ORD0355,PROD0082,1,319.48,7.45
OL01109,ORD0355,PROD0023,1,464.44,0.0
OL01110,ORD0356,PROD0076,1,269.77,9.13
OL01111,ORD0356,PROD0074,2,355.62,2.07
OL01112,ORD0356,PROD0004,2,475.82,7.73
OL01113,ORD0356,PROD0096,2,374.57,3.91
OL01114,ORD0357,PROD0052,2,493.59,8.11
OL01115,ORD0357,PROD0082,2,319.48,7.52
OL01116,ORD0357,PROD0014,1,259.72,5.63
OL01117,ORD0358,PROD0031,2,213.8,9.89
OL01118,ORD0358,PROD0094,2,436.11,3.34
OL01119,ORD0358,PROD0019,1,344.43,1.62
OL01120,ORD0358,PROD0072,2,371.78,8.69
OL01121,ORD0359,PROD0096,2,374.57,2.84
OL01122,ORD0359,PROD0026,1,25.49,6.05
OL01123,ORD0360,PROD0004,2,475.82,8.03
OL01124,ORD0360,PROD0075,2,163.81,9.28
OL01125,ORD0360,PROD0069,2,288.04,4.4
OL01126,ORD0360,PROD0032,3,63.21,6.87
OL01127,ORD0360,PROD0088,3,52.25,5.01
OL01128,ORD0361,PROD0005,3,114.48,8.38
OL01129,ORD0361,PROD0077,1,443.75,1.74
OL01130,ORD0361,PROD0051,1,239.56,8.59
OL01131,ORD0361,PROD0054,2,153.66,1.51
OL01132,ORD0362,PROD0053,1,411.23,5.22
OL01133,ORD0362,PROD0091,3,152.69,4.18
OL01134,ORD0362,PROD0049,2,313.11,0.11
OL01135,ORD0362,PROD0032,1,63.21,4.55
OL01136,ORD0362,PROD0045,2,55.38,9.93
OL01137,ORD0363,PROD0067,2,248.2,0.26
OL01138,ORD0363,PROD0050,3,342.25,7.49
OL01139,ORD0364,PROD0040,1,343.07,6.22
OL01140,ORD0364,PROD0085,3,34.23,2.38
OL01141,ORD0365,PROD0095,2,89.2,9.58
OL01142,ORD0365,PROD0032,3,63.21,7.23
OL01143,ORD0365,PROD0092,2,390.55,1.93
OL01144,ORD0365,PROD0093,1,424.22,2.1
OL01145,ORD0366,PROD0097,1,126.73,5.61
OL01146,ORD0367,PROD0030,1,86.64,5.55
OL01147,ORD0367,PROD0067,3,248.2,7.85
OL01148,ORD0367,PROD0013,3,431.52,4.95
OL01149,ORD0367,PROD0060,1,297.18,6.2
OL01150,ORD0367,PROD0035,2,262.13,9.46
OL01151,ORD0368,PROD0012,1,370.24,6.86
OL01152,ORD0368,PROD0031,2,213.8,6.32
OL01153,ORD0368,PROD0002,1,460.76,4.94
OL01154,ORD0368,PROD0038,3,457.03,0.19
OL01155,ORD0368,PROD0044,1,92.08,4.32
OL01156,ORD0369,PROD0037,2,481.7,2.77
OL01157,ORD0369,PROD0059,1,86.04,3.74
OL01158,ORD0369,PROD0020,3,457.06,9.92
OL01159,ORD0369,PROD0090,1,40.65,4.48
OL01160,ORD0370,PROD0058,3,341.73,6.82
OL01161,ORD0370,PROD0062,1,306.07,3.8
OL01162,ORD0370,PROD0023,2,464.44,8.62
OL01163,ORD0371,PROD0017,1,490.18,4.23
OL01164,ORD0371,PROD0020,3,457.06,4.2
OL01165,ORD0371,PROD0039,1,322.11,4.88
OL01166,ORD0372,PROD0075,1,163.81,7.12
OL01167,ORD0372,PROD0080,2,142.45,8.1
OL01168,ORD0372,PROD0027,1,298.77,0.63
OL01169,ORD0372,PROD0097,2,126.73,7.51
OL01170,ORD0372,PROD0066,2,313.29,3.1
OL01171,ORD0373,PROD0094,3,436.11,1.06
OL01172,ORD0373,PROD0080,2,142.45,6.64
OL01173,ORD0373,PROD0031,1,213.8,2.97
OL01174,ORD0373,PROD0014,1,259.72,4.63
OL01175,ORD0373,PROD0033,3,301.73,2.1
OL01176,ORD0374,PROD0038,1,457.03,1.38
OL01177,ORD0375,PROD0049,2,313.11,9.29
OL01178,ORD0375,PROD0060,3,297.18,5.17
OL01179,ORD0375,PROD0063,1,279.62,0.36
OL01180,ORD0375,PROD0001,3,171.4,8.93
OL01181,ORD0376,PROD0051,3,239.56,7.21
OL01182,ORD0377,PROD0040,2,343.07,9.61
OL01183,ORD0378,PROD0054,2,153.66,0.01
OL01184,ORD0378,PROD0043,3,178.58,4.65
OL01185,ORD0378,PROD0013,2,431.52,3.21
OL01186,ORD0378,PROD0015,1,452.82,8.29
OL01187,ORD0378,PROD0068,2,471.85,1.43
OL01188,ORD0379,PROD0064,2,248.39,4.53
OL01189,ORD0379,PROD0074,1,355.62,9.45
OL01190,ORD0379,PROD0080,3,142.45,9.82
OL01191,ORD0379,PROD0064,2,248.39,3.95
OL01192,ORD0380,PROD0027,1,298.77,0.22
OL01193,ORD0380,PROD0083,1,203.77,2.1
OL01194,ORD0380,PROD0002,2,460.76,6.93
OL01195,ORD0380,PROD0095,1,89.2,6.95
OL01196,ORD0381,PROD0001,2,171.4,2.31
OL01197,ORD0382,PROD0062,1,306.07,0.31
OL01198,ORD0382,PROD0070,1,318.94,2.99
OL01199,ORD0382,PROD0041,1,113.6,9.86
OL01200,ORD0383,PROD0071,2,301.77,5.55
OL01201,ORD0384,PROD0034,2,293.84,5.05
OL01202,ORD0385,PROD0017,1,490.18,7.99
OL01203,ORD0385,PROD0079,2,311.08,7.99
OL01204,ORD0386,PROD0073,3,224.99,3.09
OL01205,ORD0386,PROD0067,3,248.2,6.33
OL01206,ORD0386,PROD0019,3,344.43,5.48
OL01207,ORD0386,PROD0020,2,457.06,7.58
OL01208,ORD0386,PROD0041,3,113.6,2.78
OL01209,ORD0387,PROD0079,1,311.08,2.62
OL01210,ORD0387,PROD0090,1,40.65,2.51
OL01211,ORD0387,PROD0081,2,149.56,0.98
OL01212,ORD0388,PROD0045,2,55.38,9.83
OL01213,ORD0388,PROD0087,3,141.97,2.82
OL01214,ORD0389,PROD0017,2,490.18,0.37
OL01215,ORD0389,PROD0088,2,52.25,2.51
OL01216,ORD0390,PROD0093,3,424.22,0.86
OL01217,ORD0390,PROD0066,2,313.29,5.88
OL01218,ORD0390,PROD0092,1,390.55,4.32
OL01219,ORD0391,PROD0036,1,286.76,6.64
OL01220,ORD0391,PROD0081,1,149.56,1.78
OL01221,ORD0391,PROD0072,3,371.78,6.9
OL01222,ORD0391,PROD0029,2,93.05,6.36
OL01223,ORD0391,PROD0073,1,224.99,7.52
OL01224,ORD0392,PROD0018,3,162.37,3.25
OL01225,ORD0392,PROD0012,1,370.24,3.55
OL01226,ORD0392,PROD0013,1,431.52,7.32
OL01227,ORD0393,PROD0098,1,369.3,8.01
OL01228,ORD0393,PROD0023,1,464.44,4.68
OL01229,ORD0394,PROD0074,1,355.62,5.82
OL01230,ORD0394,PROD0026,1,25.49,5.73
OL01231,ORD0394,PROD0041,1,113.6,7.56
OL01232,ORD0394,PROD0011,1,316.01,8.43
OL01233,ORD0395,PROD0055,2,77.81,3.14
OL01234,ORD0395,PROD0024,3,96.07,1.46
OL01235,ORD0395,PROD0026,2,25.49,5.32
OL01236,ORD0396,PROD0055,1,77.81,5.1
OL01237,ORD0396,PROD0071,3,301.77,1.8
OL01238,ORD0397,PROD0073,3,224.99,4.67
OL01239,ORD0397,PROD0072,3,371.78,4.01
OL01240,ORD0397,PROD0054,3,153.66,0.29
OL01241,ORD0398,PROD0092,3,390.55,7.82
OL01242,ORD0398,PROD0021,1,20.67,1.02
OL01243,ORD0398,PROD0033,3,301.73,6.9
OL01244,ORD0399,PROD0052,2,493.59,9.87
OL01245,ORD0399,PROD0096,1,374.57,6.14
OL01246,ORD0400,PROD0065,3,389.11,0.44
OL01247,ORD0400,PROD0037,3,481.7,0.66
OL01248,ORD0400,PROD0059,1,86.04,8.97
OL01249,ORD0400,PROD0004,3,475.82,1.12
OL01250,ORD0400,PROD0071,2,301.77,2.24
OL01251,ORD0401,PROD0041,1,113.6,2.77
OL01252,ORD0401,PROD0046,2,85.99,2.45
OL01253,ORD0402,PROD0052,2,493.59,7.79
OL01254,ORD0402,PROD0081,1,149.56,5.92
OL01255,ORD0403,PROD0011,1,316.01,2.1
OL01256,ORD0403,PROD0024,3,96.07,2.42
OL01257,ORD0404,PROD0013,3,431.52,9.91
OL01258,ORD0404,PROD0052,3,493.59,7.66
OL01259,ORD0404,PROD0083,3,203.77,2.38
OL01260,ORD0405,PROD0098,3,369.3,6.85
OL01261,ORD0405,PROD0064,1,248.39,8.88
OL01262,ORD0405,PROD0100,1,106.38,7.68
OL01263,ORD0405,PROD0094,1,436.11,8.75
OL01264,ORD0405,PROD0091,3,152.69,7.15
OL01265,ORD0406,PROD0019,1,344.43,8.61
OL01266,ORD0407,PROD0047,3,393.73,6.34
OL01267,ORD0407,PROD0068,1,471.85,4.47
OL01268,ORD0407,PROD0072,2,371.78,3.06
OL01269,ORD0407,PROD0019,2,344.43,4.34
OL01270,ORD0407,PROD0004,1,475.82,7.4
OL01271,ORD0408,PROD0089,3,336.96,4.34
OL01272,ORD0408,PROD0013,1,431.52,7.82
OL01273,ORD0408,PROD0033,3,301.73,7.75
OL01274,ORD0408,PROD0022,1,27.33,8.25
OL01275,ORD0408,PROD0007,3,465.14,3.72
OL01276,ORD0409,PROD0023,3,464.44,1.67
OL01277,ORD0409,PROD0070,2,318.94,8.94
OL01278,ORD0409,PROD0059,1,86.04,8.1
OL01279,ORD0409,PROD0052,1,493.59,7.55
OL01280,ORD0410,PROD0027,2,298.77,4.73
OL01281,ORD0411,PROD0003,3,372.68,1.33
OL01282,ORD0411,PROD0040,1,343.07,9.48
OL01283,ORD0411,PROD0031,3,213.8,4.29
OL01284,ORD0411,PROD0072,1,371.78,7.27
OL01285,ORD0412,PROD0078,3,457.9,6.64
OL01286,ORD0412,PROD0069,2,288.04,1.31
OL01287,ORD0412,PROD0005,1,114.48,4.92
OL01288,ORD0412,PROD0003,1,372.68,9.43
OL01289,ORD0413,PROD0056,2,255.57,3.42
OL01290,ORD0413,PROD0037,3,481.7,3.54
OL01291,ORD0413,PROD0052,3,493.59,0.58
OL01292,ORD0413,PROD0016,3,141.83,1.55
OL01293,ORD0413,PROD0069,1,288.04,6.07
OL01294,ORD0414,PROD0020,3,457.06,7.36
OL01295,ORD0414,PROD0017,3,490.18,8.46
OL01296,ORD0414,PROD0066,2,313.29,6.27
OL01297,ORD0414,PROD0057,2,295.59,4.72
OL01298,ORD0414,PROD0056,2,255.57,1.65
OL01299,ORD0415,PROD0073,1,224.99,7.61
OL01300,ORD0416,PROD0043,1,178.58,9.24
OL01301,ORD0417,PROD0006,1,119.01,2.16
OL01302,ORD0417,PROD0065,3,389.11,5.29
OL01303,ORD0417,PROD0024,1,96.07,5.75
OL01304,ORD0417,PROD0047,1,393.73,7.25
OL01305,ORD0418,PROD0008,2,28.33,7.45
OL01306,ORD0418,PROD0021,1,20.67,9.14
OL01307,ORD0418,PROD0003,3,372.68,5.49
OL01308,ORD0418,PROD0067,3,248.2,2.02
OL01309,ORD0418,PROD0021,1,20.67,5.29
OL01310,ORD0419,PROD0006,2,119.01,3.83
OL01311,ORD0419,PROD0047,2,393.73,0.93
OL01312,ORD0419,PROD0098,2,369.3,1.08
OL01313,ORD0419,PROD0025,3,63.25,2.67
OL01314,ORD0420,PROD0060,3,297.18,3.02
OL01315,ORD0420,PROD0063,1,279.62,4.56
OL01316,ORD0420,PROD0095,1,89.2,3.71
OL01317,ORD0420,PROD0049,1,313.11,8.25
OL01318,ORD0421,PROD0077,3,443.75,1.57
OL01319,ORD0421,PROD0023,1,464.44,5.11
OL01320,ORD0421,PROD0002,1,460.76,2.24
OL01321,ORD0422,PROD0007,2,465.14,4.47
OL01322,ORD0422,PROD0028,3,287.4,2.84
OL01323,ORD0423,PROD0020,3,457.06,9.46
OL01324,ORD0423,PROD0015,3,452.82,5.41
OL01325,ORD0423,PROD0055,3,77.81,0.69
OL01326,ORD0423,PROD0041,3,113.6,1.83
OL01327,ORD0423,PROD0037,2,481.7,9.33
OL01328,ORD0424,PROD0035,1,262.13,7.43
OL01329,ORD0424,PROD0058,1,341.73,5.54
OL01330,ORD0424,PROD0094,2,436.11,4.49
OL01331,ORD0424,PROD0038,3,457.03,5.88
OL01332,ORD0425,PROD0018,1,162.37,8.94
OL01333,ORD0425,PROD0004,3,475.82,4.01
OL01334,ORD0425,PROD0016,1,141.83,2.01
OL01335,ORD0425,PROD0007,3,465.14,7.42
OL01336,ORD0426,PROD0099,2,172.2,5.13
OL01337,ORD0426,PROD0068,1,471.85,6.23
OL01338,ORD0427,PROD0092,2,390.55,2.52
OL01339,ORD0428,PROD0030,1,86.64,6.55
OL01340,ORD0428,PROD0092,1,390.55,1.87
OL01341,ORD0428,PROD0012,2,370.24,1.85
OL01342,ORD0428,PROD0016,1,141.83,1.61
OL01343,ORD0428,PROD0025,2,63.25,7.48
OL01344,ORD0429,PROD0025,1,63.25,1.51
OL01345,ORD0429,PROD0030,1,86.64,2.38
OL01346,ORD0430,PROD0003,2,372.68,7.72
OL01347,ORD0430,PROD0054,3,153.66,7.31
OL01348,ORD0430,PROD0066,2,313.29,6.28
OL01349,ORD0431,PROD0077,3,443.75,0.12
OL01350,ORD0431,PROD0015,2,452.82,9.9
OL01351,ORD0431,PROD0087,3,141.97,1.99
OL01352,ORD0432,PROD0017,1,490.18,4.17
OL01353,ORD0433,PROD0008,3,28.33,8.6
OL01354,ORD0433,PROD0023,2,464.44,6.74
OL01355,ORD0433,PROD0033,1,301.73,6.1
OL01356,ORD0434,PROD0092,2,390.55,8.67
OL01357,ORD0434,PROD0022,1,27.33,5.11
OL01358,ORD0434,PROD0015,3,452.82,7.27
OL01359,ORD0434,PROD0037,1,481.7,8.22
OL01360,ORD0434,PROD0066,3,313.29,1.24
OL01361,ORD0435,PROD0087,2,141.97,0.5
OL01362,ORD0435,PROD0024,1,96.07,3.43
OL01363,ORD0435,PROD0074,1,355.62,5.2
OL01364,ORD0436,PROD0054,1,153.66,9.24
OL01365,ORD0436,PROD0009,3,158.39,6.05
OL01366,ORD0436,PROD0032,2,63.21,0.62
OL01367,ORD0437,PROD0061,1,276.41,2.85
OL01368,ORD0437,PROD0046,3,85.99,2.66
OL01369,ORD0437,PROD0022,3,27.33,9.21
OL01370,ORD0437,PROD0017,1,490.18,0.77
OL01371,ORD0438,PROD0024,2,96.07,1.66
OL01372,ORD0438,PROD0088,2,52.25,7.42
OL01373,ORD0438,PROD0099,3,172.2,6.66
OL01374,ORD0438,PROD0066,2,313.29,9.26
OL01375,ORD0438,PROD0034,2,293.84,8.56
OL01376,ORD0439,PROD0027,2,298.77,8.25
OL01377,ORD0439,PROD0053,3,411.23,8.54
OL01378,ORD0439,PROD0053,1,411.23,9.29
OL01379,ORD0439,PROD0050,1,342.25,1.96
OL01380,ORD0439,PROD0099,1,172.2,3.71
OL01381,ORD0440,PROD0060,1,297.18,6.83
OL01382,ORD0440,PROD0014,3,259.72,9.08
OL01383,ORD0440,PROD0071,2,301.77,5.31
OL01384,ORD0440,PROD0037,2,481.7,8.4
OL01385,ORD0441,PROD0039,3,322.11,3.95
OL01386,ORD0442,PROD0021,1,20.67,3.79
OL01387,ORD0442,PROD0007,1,465.14,8.58
OL01388,ORD0442,PROD0036,3,286.76,1.98
OL01389,ORD0442,PROD0062,1,306.07,2.71
OL01390,ORD0442,PROD0097,1,126.73,3.58
OL01391,ORD0443,PROD0072,3,371.78,5.69
OL01392,ORD0444,PROD0030,3,86.64,6.43
OL01393,ORD0444,PROD0034,1,293.84,2.15
OL01394,ORD0444,PROD0061,2,276.41,9.18
OL01395,ORD0445,PROD0009,3,158.39,3.0
OL01396,ORD0445,PROD0012,1,370.24,6.37
OL01397,ORD0445,PROD0054,1,153.66,8.97
OL01398,ORD0445,PROD0051,2,239.56,5.82
OL01399,ORD0446,PROD0081,1,149.56,2.39
OL01400,ORD0446,PROD0098,3,369.3,1.82
OL01401,ORD0447,PROD0087,3,141.97,5.32
OL01402,ORD0447,PROD0028,3,287.4,4.83
OL01403,ORD0447,PROD0038,1,457.03,3.31
OL01404,ORD0448,PROD0029,3,93.05,6.03
OL01405,ORD0448,PROD0093,1,424.22,9.45
OL01406,ORD0448,PROD0069,3,288.04,7.81
OL01407,ORD0448,PROD0097,3,126.73,7.89
OL01408,ORD0448,PROD0015,2,452.82,1.94
OL01409,ORD0449,PROD0036,3,286.76,8.48
OL01410,ORD0449,PROD0030,1,86.64,3.94
OL01411,ORD0450,PROD0051,1,239.56,2.02
OL01412,ORD0450,PROD0059,3,86.04,0.23
OL01413,ORD0451,PROD0099,2,172.2,5.88
OL01414,ORD0451,PROD0036,1,286.76,1.07
OL01415,ORD0451,PROD0040,2,343.07,3.89
OL01416,ORD0451,PROD0057,3,295.59,6.34
OL01417,ORD0451,PROD0022,2,27.33,6.54
OL01418,ORD0452,PROD0011,3,316.01,3.51
OL01419,ORD0452,PROD0058,1,341.73,6.7
OL01420,ORD0452,PROD0091,1,152.69,5.06
OL01421,ORD0452,PROD0073,2,224.99,4.21
OL01422,ORD0452,PROD0043,2,178.58,1.09
OL01423,ORD0453,PROD0098,3,369.3,8.38
OL01424,ORD0453,PROD0006,2,119.01,4.04
OL01425,ORD0453,PROD0092,2,390.55,2.44
OL01426,ORD0453,PROD0083,3,203.77,5.58
OL01427,ORD0454,PROD0030,1,86.64,8.74
OL01428,ORD0455,PROD0095,3,89.2,1.53
OL01429,ORD0455,PROD0070,2,318.94,3.23
OL01430,ORD0455,PROD0028,3,287.4,9.32
OL01431,ORD0456,PROD0080,3,142.45,9.76
OL01432,ORD0456,PROD0073,3,224.99,5.19
OL01433,ORD0456,PROD0031,3,213.8,2.26
OL01434,ORD0456,PROD0078,2,457.9,2.4
OL01435,ORD0456,PROD0013,2,431.52,7.96
OL01436,ORD0457,PROD0063,2,279.62,2.59
OL01437,ORD0458,PROD0075,1,163.81,7.07
OL01438,ORD0458,PROD0100,3,106.38,9.52
OL01439,ORD0458,PROD0053,1,411.23,8.96
OL01440,ORD0458,PROD0057,1,295.59,2.03
OL01441,ORD0458,PROD0045,2,55.38,6.39
OL01442,ORD0459,PROD0063,2,279.62,2.18
OL01443,ORD0459,PROD0048,3,436.59,7.96
OL01444,ORD0460,PROD0003,3,372.68,1.84
OL01445,ORD0460,PROD0096,1,374.57,7.05
OL01446,ORD0460,PROD0057,3,295.59,2.33
OL01447,ORD0460,PROD0077,3,443.75,2.97
OL01448,ORD0461,PROD0087,3,141.97,3.31
OL01449,ORD0461,PROD0095,3,89.2,3.75
OL01450,ORD0461,PROD0061,1,276.41,0.49
OL01451,ORD0461,PROD0050,2,342.25,5.46
OL01452,ORD0462,PROD0009,3,158.39,6.0
OL01453,ORD0462,PROD0031,3,213.8,3.1
OL01454,ORD0462,PROD0012,2,370.24,8.67
OL01455,ORD0463,PROD0055,3,77.81,9.64
OL01456,ORD0464,PROD0087,1,141.97,7.3
OL01457,ORD0464,PROD0090,2,40.65,9.37
OL01458,ORD0464,PROD0087,3,141.97,4.29
OL01459,ORD0464,PROD0013,1,431.52,2.52
OL01460,ORD0465,PROD0090,3,40.65,3.41
OL01461,ORD0466,PROD0073,3,224.99,0.5
OL01462,ORD0466,PROD0081,3,149.56,8.05
OL01463,ORD0466,PROD0057,3,295.59,4.32
OL01464,ORD0466,PROD0030,1,86.64,1.04
OL01465,ORD0467,PROD0055,1,77.81,1.62
OL01466,ORD0467,PROD0006,1,119.01,0.31
OL01467,ORD0467,PROD0044,1,92.08,8.02
OL01468,ORD0467,PROD0057,2,295.59,9.37
OL01469,ORD0468,PROD0002,3,460.76,3.03
OL01470,ORD0468,PROD0090,3,40.65,1.82
OL01471,ORD0468,PROD0060,3,297.18,0.76
OL01472,ORD0468,PROD0077,1,443.75,5.5
OL01473,ORD0469,PROD0060,1,297.18,5.62
OL01474,ORD0470,PROD0020,2,457.06,0.19
OL01475,ORD0470,PROD0063,3,279.62,2.03
OL01476,ORD0470,PROD0002,2,460.76,7.64
OL01477,ORD0470,PROD0046,3,85.99,3.87
OL01478,ORD0470,PROD0088,3,52.25,7.05
OL01479,ORD0471,PROD0093,3,424.22,4.66
OL01480,ORD0471,PROD0092,3,390.55,8.79
OL01481,ORD0471,PROD0038,3,457.03,1.74
OL01482,ORD0471,PROD0058,3,341.73,6.31
OL01483,ORD0472,PROD0003,2,372.68,2.53
OL01484,ORD0472,PROD0033,3,301.73,9.13
OL01485,ORD0472,PROD0092,2,390.55,1.06
OL01486,ORD0472,PROD0093,3,424.22,0.43
OL01487,ORD0473,PROD0054,1,153.66,3.83
OL01488,ORD0473,PROD0002,1,460.76,2.51
OL01489,ORD0473,PROD0051,1,239.56,6.73
OL01490,ORD0473,PROD0036,3,286.76,7.11
OL01491,ORD0474,PROD0094,2,436.11,0.79
OL01492,ORD0474,PROD0092,3,390.55,7.11
OL01493,ORD0474,PROD0068,3,471.85,6.96
OL01494,ORD0474,PROD0047,1,393.73,7.09
OL01495,ORD0475,PROD0062,1,306.07,3.82
OL01496,ORD0475,PROD0068,1,471.85,6.67
OL01497,ORD0475,PROD0015,1,452.82,2.16
OL01498,ORD0476,PROD0057,1,295.59,2.01
OL01499,ORD0476,PROD0028,2,287.4,4.33
OL01500,ORD0477,PROD0063,2,279.62,5.39
OL01501,ORD0477,PROD0037,1,481.7,8.25
OL01502,ORD0477,PROD0063,1,279.62,8.11
OL01503,ORD0477,PROD0062,1,306.07,0.57
OL01504,ORD0478,PROD0087,3,141.97,3.29
OL01505,ORD0478,PROD0064,1,248.39,4.5
OL01506,ORD0478,PROD0073,1,224.99,3.71
OL01507,ORD0478,PROD0016,3,141.83,3.36
OL01508,ORD0479,PROD0044,3,92.08,5.72
OL01509,ORD0479,PROD0056,2,255.57,1.83
OL01510,ORD0480,PROD0055,3,77.81,3.4
OL01511,ORD0480,PROD0077,2,443.75,6.76
OL01512,ORD0481,PROD0055,1,77.81,0.22
OL01513,ORD0481,PROD0066,3,313.29,4.78
OL01514,ORD0481,PROD0009,3,158.39,8.15
OL01515,ORD0481,PROD0075,1,163.81,0.01
OL01516,ORD0482,PROD0036,1,286.76,3.19
OL01517,ORD0482,PROD0009,3,158.39,3.9
OL01518,ORD0482,PROD0030,3,86.64,8.2
OL01519,ORD0482,PROD0007,2,465.14,4.85
OL01520,ORD0483,PROD0056,2,255.57,8.45
OL01521,ORD0483,PROD0021,3,20.67,5.1
OL01522,ORD0484,PROD0032,1,63.21,7.71
OL01523,ORD0484,PROD0041,1,113.6,5.57
OL01524,ORD0484,PROD0007,1,465.14,0.83
OL01525,ORD0484,PROD0080,2,142.45,9.02
OL01526,ORD0484,PROD0061,2,276.41,6.65
OL01527,ORD0485,PROD0088,2,52.25,6.79
OL01528,ORD0486,PROD0006,2,119.01,4.55
OL01529,ORD0486,PROD0034,2,293.84,9.64
OL01530,ORD0486,PROD0072,2,371.78,2.2
OL01531,ORD0487,PROD0070,2,318.94,5.67
OL01532,ORD0487,PROD0006,3,119.01,3.65
OL01533,ORD0488,PROD0063,2,279.62,5.65
OL01534,ORD0488,PROD0002,1,460.76,8.52
OL01535,ORD0488,PROD0084,1,414.25,0.76
OL01536,ORD0488,PROD0001,1,171.4,5.19
OL01537,ORD0488,PROD0006,3,119.01,6.78
OL01538,ORD0489,PROD0026,2,25.49,0.47
OL01539,ORD0489,PROD0077,1,443.75,9.69
OL01540,ORD0490,PROD0096,1,374.57,0.89
OL01541,ORD0491,PROD0040,3,343.07,0.25
OL01542,ORD0491,PROD0022,2,27.33,4.86
OL01543,ORD0491,PROD0082,2,319.48,4.85
OL01544,ORD0491,PROD0050,1,342.25,2.79
OL01545,ORD0492,PROD0047,3,393.73,3.17
OL01546,ORD0492,PROD0025,3,63.25,2.69
OL01547,ORD0492,PROD0041,2,113.6,6.92
OL01548,ORD0492,PROD0047,1,393.73,8.75
OL01549,ORD0493,PROD0054,3,153.66,9.78
OL01550,ORD0493,PROD0084,3,414.25,5.81
